template,domain,source_family,progress,affect,cue_pole,cue_family,arm,model,repeat,request_id,blind_id
median_order,mathematics,median,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:median_order:peer_control:correct_partial:calm:repeat0:MiniMax-M2.7,c28ead862429eca18bdd
gas_volume,science,boyles_law,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:gas_volume:canonical:correct_partial:calm:repeat1:MiniMax-M3,6f89babdde2b786e57e8
kinetic_energy,science,kinetic_energy,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:kinetic_energy:peer_control:wrong_attempt:frustrated:repeat1:glm-5.3,c14440ebf97672aea918
photosynthesis_inputs,science,photosynthesis_inputs,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:photosynthesis_inputs:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,c0476b113388a796f3fc
contrast_connective,language,contrast_connective,correct_partial,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:contrast_connective:canonical:correct_partial:frustrated:repeat0:deepseek-v4-pro,15e30299a8c6cc3b40ac
binary_search_update,logic_and_data,binary_search_interval,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:binary_search_update:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,1c7ae989da0577c1e3d9
relative_clause,language,relative_clause_attachment,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:relative_clause:peer_control:correct_partial:frustrated:repeat1:glm-5.3,b3e72b6a81ade587ebc8
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,frustrated,frustrated,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:algorithm_trace:explicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,c2ce811a7fafb1f65b4c
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,2,explicit,MiniMax-M2.7,1,cue_transfer_v4:pigeonhole_guarantee:explicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,267d6cd566be123d7619
exponent_product,mathematics,exponent_product,correct_partial,calm,calm,0,explicit,MiniMax-M3,0,cue_transfer_v4:exponent_product:explicit:correct_partial:calm:repeat0:MiniMax-M3,99696477149c2cb26ee5
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:trophic_transfer:peer_control:wrong_attempt:frustrated:repeat0:MiniMax-M3,5db70e4a4331234103e9
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:algorithm_trace:canonical:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,dcf4d449a27ada8b66ba
parallel_structure,language,parallel_structure,correct_partial,calm,calm,2,implicit,glm-5.3,0,cue_transfer_v4:parallel_structure:implicit:correct_partial:calm:repeat0:glm-5.3,5f2fecfea26a1d566ec8
parallel_structure,language,parallel_structure,wrong_attempt,frustrated,frustrated,2,implicit,deepseek-v4-pro,1,cue_transfer_v4:parallel_structure:implicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,afb6a6903f682bc3143c
median_order,mathematics,median,correct_partial,frustrated,frustrated,2,implicit,MiniMax-M2.7,1,cue_transfer_v4:median_order:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,f2287c5c6ac87867cb6b
exponent_product,mathematics,exponent_product,wrong_attempt,frustrated,frustrated,0,explicit,deepseek-v4-pro,1,cue_transfer_v4:exponent_product:explicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,9d177d796314a54630ba
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,2,explicit,glm-5.3,1,cue_transfer_v4:prism_volume:explicit:correct_partial:calm:repeat1:glm-5.3,93425361f146366d58d6
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,frustrated,frustrated,0,explicit,MiniMax-M2.7,1,cue_transfer_v4:distinct_arrangements:explicit:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,cbee429148edd1fc524b
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:shortest_path:peer_control:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,961aa3f99856f5743f28
exponent_product,mathematics,exponent_product,correct_partial,calm,calm,0,explicit,MiniMax-M3,1,cue_transfer_v4:exponent_product:explicit:correct_partial:calm:repeat1:MiniMax-M3,be5943de4c5bb378eb35
kinetic_energy,science,kinetic_energy,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:kinetic_energy:peer_control:correct_partial:calm:repeat0:deepseek-v4-pro,45fd6cb313890065e45f
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:distinct_arrangements:peer_control:wrong_attempt:calm:repeat1:MiniMax-M2.7,dd37e078f112b0e50b0c
gas_volume,science,boyles_law,wrong_attempt,calm,calm,2,implicit,glm-5.3,1,cue_transfer_v4:gas_volume:implicit:wrong_attempt:calm:repeat1:glm-5.3,d41a4ccfb2a8885e01a7
kinetic_energy,science,kinetic_energy,wrong_attempt,calm,calm,1,explicit,MiniMax-M2.7,0,cue_transfer_v4:kinetic_energy:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,1fa75e7133c2fcbbe1f1
contact_pressure,science,pressure,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:contact_pressure:peer_control:wrong_attempt:calm:repeat0:MiniMax-M3,4b5298dfa87e2e928cc1
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,frustrated,frustrated,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:binary_place_value:explicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,bfbd11202f513e5f3eb1
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:pigeonhole_guarantee:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M3,a49a5acbcc96dae73a13
parallel_structure,language,parallel_structure,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:parallel_structure:canonical:wrong_attempt:calm:repeat1:MiniMax-M3,339fccbe5132744c7fc6
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:contrast_connective:implicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,ed6659fe2114e91b033c
turning_moment,science,turning_moment,wrong_attempt,calm,calm,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:turning_moment:explicit:wrong_attempt:calm:repeat1:deepseek-v4-pro,3d48d87dd7b96522f3d3
triangle_area,mathematics,triangle_area,correct_partial,frustrated,frustrated,2,implicit,MiniMax-M2.7,0,cue_transfer_v4:triangle_area:implicit:correct_partial:frustrated:repeat0:MiniMax-M2.7,e84c184d35301e4444af
plural_possession,language,apostrophe_possession,correct_partial,frustrated,frustrated,3,implicit,deepseek-v4-pro,1,cue_transfer_v4:plural_possession:implicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,0d8b76c0bc1078830f1c
turning_moment,science,turning_moment,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:turning_moment:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,79ee32d4d5a8cb9f8e08
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:pigeonhole_guarantee:canonical:correct_partial:calm:repeat0:deepseek-v4-pro,a9709376265d4611f94d
median_order,mathematics,median,wrong_attempt,calm,frustrated,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:median_order:peer_control:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,66ad407ad2789dea2b9a
metaphor_identification,language,figurative_metaphor,wrong_attempt,frustrated,frustrated,1,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:metaphor_identification:explicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,78232bf6a1b5862f4e21
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,calm,calm,3,explicit,MiniMax-M3,1,cue_transfer_v4:distinct_allocation:explicit:correct_partial:calm:repeat1:MiniMax-M3,08892f8e8daac055b330
median_order,mathematics,median,correct_partial,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:median_order:canonical:correct_partial:calm:repeat0:glm-5.3,ce667112a0976afd3880
kinetic_energy,science,kinetic_energy,correct_partial,frustrated,frustrated,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:kinetic_energy:explicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,a6b2dcd91b6a7f9a0afe
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,3,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:common_multiple:implicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,b350ccbab62f5854f362
common_multiple,mathematics,least_common_multiple,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:common_multiple:canonical:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,163aff5c3d43d8b05975
parallel_structure,language,parallel_structure,correct_partial,frustrated,frustrated,2,implicit,glm-5.3,0,cue_transfer_v4:parallel_structure:implicit:correct_partial:frustrated:repeat0:glm-5.3,abbacbbeaba2715e00ed
gas_volume,science,boyles_law,correct_partial,frustrated,frustrated,1,explicit,deepseek-v4-pro,1,cue_transfer_v4:gas_volume:explicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,38bf390b2993e250fcc7
median_order,mathematics,median,wrong_attempt,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:median_order:peer_control:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,b348985706a37394e5af
relative_clause,language,relative_clause_attachment,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:relative_clause:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,20a4aae11fe0b5c2cd14
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:exclusive_or:peer_control:correct_partial:frustrated:repeat1:deepseek-v4-pro,fde224e85e1c3146a873
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:signed_temperature:canonical:correct_partial:calm:repeat0:MiniMax-M3,57d5c057d07de4525a61
binary_search_update,logic_and_data,binary_search_interval,correct_partial,frustrated,frustrated,fixed,canonical,glm-5.3,1,cue_transfer_v4:binary_search_update:canonical:correct_partial:frustrated:repeat1:glm-5.3,0e36e5767731e9c35bea
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,calm,calm,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:algorithm_trace:explicit:correct_partial:calm:repeat1:doubao-seed-2.0-lite,2f06bc51b5bfd0ce4ba3
turning_moment,science,turning_moment,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:turning_moment:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,71067f031c403e2e31bd
balance_water_equation,science,chemical_equation_balance,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:balance_water_equation:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,df78ba938ce5a43c9367
signed_temperature,mathematics,signed_integer_addition,correct_partial,frustrated,frustrated,0,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:signed_temperature:implicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,f6adc84c86fa0ac29779
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,0,explicit,MiniMax-M2.7,0,cue_transfer_v4:distinct_arrangements:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,b0cb8d5da62fff169b07
homophone_choice,language,homophone_selection,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:homophone_choice:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,9e2c94e7d985924c2901
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:prism_volume:canonical:wrong_attempt:calm:repeat0:MiniMax-M3,ee1b96e0b72a51cfe1f4
homophone_choice,language,homophone_selection,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:homophone_choice:peer_control:correct_partial:calm:repeat0:doubao-seed-2.0-lite,30e658aa7fa10d67acfd
right_triangle,mathematics,pythagorean_length,wrong_attempt,frustrated,frustrated,3,explicit,MiniMax-M3,1,cue_transfer_v4:right_triangle:explicit:wrong_attempt:frustrated:repeat1:MiniMax-M3,32671841443ef9c2e40a
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:contrast_connective:canonical:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,de60866d56ceed01556b
median_order,mathematics,median,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:median_order:canonical:correct_partial:calm:repeat1:MiniMax-M3,412f8ebbfce74e409e52
passive_voice,language,active_passive_voice,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:passive_voice:peer_control:wrong_attempt:calm:repeat1:MiniMax-M3,e8d8dcdc7f27693ea2d9
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:signed_temperature:canonical:correct_partial:calm:repeat0:doubao-seed-2.0-lite,9648b52f8b28098cb4c0
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,1,cue_transfer_v4:metaphor_identification:canonical:wrong_attempt:calm:repeat1:glm-5.3,41fc9dd2174e339d95a7
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,3,implicit,MiniMax-M2.7,1,cue_transfer_v4:common_multiple:implicit:correct_partial:calm:repeat1:MiniMax-M2.7,a52e73f18512bdfca06b
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,calm,calm,3,explicit,glm-5.3,0,cue_transfer_v4:distinct_allocation:explicit:correct_partial:calm:repeat0:glm-5.3,bf1a27b186144e5dd0e7
homophone_choice,language,homophone_selection,correct_partial,calm,calm,0,implicit,MiniMax-M3,0,cue_transfer_v4:homophone_choice:implicit:correct_partial:calm:repeat0:MiniMax-M3,46f30a2103ee91a6f61e
gas_volume,science,boyles_law,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:gas_volume:peer_control:correct_partial:calm:repeat1:doubao-seed-2.0-lite,83c16b187e9c839ad46b
distinct_arrangements,mathematics,factorial_counting,correct_partial,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:distinct_arrangements:canonical:correct_partial:frustrated:repeat1:deepseek-v4-pro,17d12b5f5d6ae60e2cd5
common_multiple,mathematics,least_common_multiple,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:common_multiple:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,0d5901be1c0e6ce8b74a
binary_place_value,logic_and_data,binary_place_value,correct_partial,frustrated,frustrated,3,implicit,glm-5.3,1,cue_transfer_v4:binary_place_value:implicit:correct_partial:frustrated:repeat1:glm-5.3,368ab8d8bb78888e1065
exponent_product,mathematics,exponent_product,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:exponent_product:peer_control:wrong_attempt:frustrated:repeat0:glm-5.3,2bcc1c7097f43f267376
binary_search_update,logic_and_data,binary_search_interval,correct_partial,calm,frustrated,fixed,peer_control,glm-5.3,0,cue_transfer_v4:binary_search_update:peer_control:correct_partial:frustrated:repeat0:glm-5.3,602367bc1c313c949c08
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,1,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:metaphor_identification:explicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,c296f0887857f0a8618a
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,2,explicit,deepseek-v4-pro,0,cue_transfer_v4:prism_volume:explicit:correct_partial:calm:repeat0:deepseek-v4-pro,c34ad41deb7d02db9980
plural_possession,language,apostrophe_possession,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:plural_possession:peer_control:correct_partial:frustrated:repeat1:MiniMax-M2.7,a5e0c2851977d105548f
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,3,explicit,MiniMax-M3,1,cue_transfer_v4:homophone_choice:explicit:correct_partial:frustrated:repeat1:MiniMax-M3,914a82588d22aa25f909
plural_possession,language,apostrophe_possession,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:plural_possession:canonical:wrong_attempt:calm:repeat0:MiniMax-M3,62e20765540cb60cd8ad
median_order,mathematics,median,correct_partial,calm,calm,1,explicit,MiniMax-M3,1,cue_transfer_v4:median_order:explicit:correct_partial:calm:repeat1:MiniMax-M3,871e6c2250850d0a0cce
question_quotation,language,direct_speech_punctuation,correct_partial,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:question_quotation:canonical:correct_partial:calm:repeat0:doubao-seed-2.0-lite,bd9265f3bc527d089aa5
radioactive_half_life,science,half_life,correct_partial,calm,calm,3,implicit,MiniMax-M2.7,1,cue_transfer_v4:radioactive_half_life:implicit:correct_partial:calm:repeat1:MiniMax-M2.7,8e9ee0b6a7c6816ac99d
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:trophic_transfer:peer_control:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,ea04b78735d6e73ccaab
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:signed_temperature:peer_control:wrong_attempt:calm:repeat1:glm-5.3,0aa00958ccee89c3d3e9
plural_possession,language,apostrophe_possession,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:plural_possession:canonical:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,b66d3617f5303397fed9
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,calm,calm,2,implicit,glm-5.3,0,cue_transfer_v4:binary_search_update:implicit:wrong_attempt:calm:repeat0:glm-5.3,03da73b6ae3215ad9ad8
contrast_connective,language,contrast_connective,correct_partial,calm,calm,1,implicit,deepseek-v4-pro,0,cue_transfer_v4:contrast_connective:implicit:correct_partial:calm:repeat0:deepseek-v4-pro,1b602a971c33c685c6ca
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,frustrated,frustrated,fixed,canonical,glm-5.3,1,cue_transfer_v4:distinct_arrangements:canonical:wrong_attempt:frustrated:repeat1:glm-5.3,6dc31f9c5e0377976087
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,frustrated,frustrated,3,explicit,deepseek-v4-pro,1,cue_transfer_v4:distinct_allocation:explicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,1d3bda1b12b26e398dd1
